tag,seed,h,minutes_ahead,AQL,MAE,RMSE,AQCR,coverage80,AIW
gru_no_known,42,44,660,28.112668991088867,73.05097198486328,389.8193359375,0.0,75.0780690445495,154.56631469726562
gru_no_known,42,45,675,28.254877471923827,73.50299835205078,389.8656311035156,0.0,73.54247242515399,151.40347290039062
gru_no_known,42,46,690,28.066085052490234,72.90742492675781,389.78582763671875,0.0,75.30153273170032,154.06361389160156
gru_no_known,42,47,705,28.19422607421875,73.32357025146484,389.8381042480469,0.0,73.93496633720098,151.24813842773438
gru_no_known,42,48,720,28.014820861816407,72.69313049316406,389.7860107421875,0.0,75.75991978226615,154.29808044433594
gru_no_known,42,49,735,28.206422424316408,73.14607238769531,389.8927917480469,0.0,74.10113164303108,151.982177734375
gru_no_known,42,50,750,27.914892578125,72.35409545898438,389.7472839355469,0.0,76.14381893711503,154.156494140625
gru_no_known,42,51,765,28.119636154174806,72.74285125732422,389.86767578125,0.0,74.50222031227618,152.22152709960938
gru_no_known,42,52,780,27.81523323059082,71.9586410522461,389.72216796875,0.0,76.54204268729409,154.6279754638672
gru_no_known,42,53,795,28.104154968261717,72.50650024414062,389.8886413574219,0.0,74.3704340352385,152.9467315673828
gru_no_known,42,54,810,27.700492477416994,71.51831817626953,389.6513366699219,0.0,76.79702048417131,154.5271759033203
gru_no_known,42,55,825,28.024861526489257,72.12401580810547,389.8179626464844,0.0,74.61108723678555,153.37977600097656
gru_no_known,42,56,840,27.57408752441406,70.94452667236328,389.55584716796875,0.0,77.2754619681994,155.39132690429688
gru_no_known,42,57,855,27.881803894042967,71.60437774658203,389.7039794921875,0.0,75.34737143675692,154.43194580078125
gru_no_known,42,58,870,27.38918991088867,70.25445556640625,389.41827392578125,0.0,77.89714940552929,155.88006591796875
gru_no_known,42,59,885,27.683685302734375,70.9789047241211,389.5451965332031,0.0,76.25268586162441,155.44232177734375
gru_no_known,42,60,900,27.2278564453125,69.68633270263672,389.2405700683594,0.0,78.54175619538748,156.78627014160156
gru_no_known,42,61,915,27.434125900268555,70.31356048583984,389.3602600097656,0.0,77.50465549348232,157.24041748046875
gru_no_known,42,62,930,27.017466354370118,69.03631591796875,389.0635681152344,0.0,79.3066895860192,157.3477783203125
gru_no_known,42,63,945,27.22479362487793,69.79539489746094,389.2428283691406,0.0,78.53316143818937,158.6295166015625
gru_no_known,42,64,960,26.844332122802733,68.51790618896484,388.941650390625,0.0,80.07735281478298,158.50392150878906
gru_no_known,42,65,975,27.030688095092774,69.28711700439453,389.0899353027344,0.0,80.1174616817075,161.41983032226562
gru_no_known,42,66,990,26.68689880371094,67.99315643310547,388.8187561035156,0.0,80.82223177195245,159.4075469970703
gru_no_known,42,67,1005,26.983946228027342,69.15208435058594,389.0650329589844,0.0,81.08580432602778,163.50860595703125
gru_no_known,42,68,1020,26.65726318359375,67.84513854980469,388.8121643066406,0.0,81.42099985675405,161.20880126953125
gru_no_known,42,69,1035,26.98164291381836,69.11128234863281,388.9792175292969,0.0,81.95673972210285,166.1578369140625
gru_no_known,42,70,1050,26.59720649719238,67.61705017089844,388.76226806640625,0.0,82.0942558372726,162.61814880371094
gru_no_known,42,71,1065,26.97868423461914,69.11070251464844,389.0113220214844,0.0,82.2919352528291,166.92080688476562
gru_no_known,42,72,1080,26.614048767089844,67.69620513916016,388.806396484375,0.0,82.84486463257413,165.13250732421875
gru_no_known,42,73,1095,26.940992736816405,68.9835205078125,389.0310974121094,0.0,82.42372152986678,167.5651092529297
